,headline,date,snippet,source,headline_sentiment,snippet_sentiment
119,Chile's Constitutional Court rejects suit to block Tianqi purchase of SQM stake,25/10/2018,"Chinese miner Tianqi'spurchase of a stake in Chilean lithium miner SQMin world No. 2 lithium miner SQM.Tianqi's lawyers said they were ""very",reuters,0.379|0.621|0.0|-0.7269,0.104|0.896|0.0|-0.296
120,METALS-London copper slips for 3rd day after Wall St rout,24/10/2018,lithium miner SQM. * RARE EARTH: The Chinese government,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
121,Chile mining minister says court won't delay sale of SQM stake,24/10/2018,"in the world's No. 2 lithium miner SQM.The top shareholder in SQM <,"" he said.Lawyers for Tianqi have accused SQM's Pampa Group, which",reuters,0.0|0.836|0.164|0.2411,0.175|0.754|0.071|-0.3818
122,Chile's Constitutional Court delays decision on SQM-Tianqi sale,22/10/2018,lithium miner SQM to Chinese firm Tianqi. The court's president said a complaint by SQM's majority shareholder that the country's antitrust court,reuters,0.0|1.0|0.0|0.0,0.099|0.901|0.0|-0.296
123,CANADA STOCKS-TSX futures up on higher oil prices,22/10/2018,stakein Chilean lithium miner SQM to China's Tianqi has been stalled,reuters,0.0|1.0|0.0|0.0,0.153|0.847|0.0|-0.2023
124,METALS-Copper climbs for second day after China liquidity pledge,21/10/2018,its stakein Chilean lithium miner SQM to China's Tianqi Lithium has,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
125,Nutrien vows to 'protect interests' over threat to SQM sale: paper,21/10/2018,"to sell its stake in Chilean lithium miner SQM to China's Tianqi has Nutrien , accused Julio Ponce, SQM's ",reuters,0.212|0.5|0.287|0.0516,0.115|0.885|0.0|-0.296
126,Nutrien vows to 'protect interests' over threat to SQM sale -paper,21/10/2018,"attemptto sell its stake in Chilean lithium miner SQM to China'scompany Nutrien, accused Julio Ponce, SQM'slargest shareholder",reuters,0.212|0.5|0.287|0.0516,0.121|0.879|0.0|-0.296
127,A water fight in Chile's Atacama raises questions over lithium mining,19/10/2018,"-based Albemarle Corp and Chile's SQM operate just 3 miles (5 km) apart, expressing concern about how much brine rival SQM had been drawing",reuters,0.224|0.776|0.0|-0.3818,0.0|1.0|0.0|0.0
128,,18/10/2018,"lithium miner SQM ,  for $4.1 billion",reuters,0.0|0.0|0.0|0.0,0.0|1.0|0.0|0.0
129,INSIGHT-A water fight in Chile's Atacama raises questions over lithium mining,18/10/2018,", the world's driest desert.U.S.-based Albemarle Corp and Chile's SQM operate a different tone, expressingconcern about how much brine rival SQM had been",reuters,0.206|0.794|0.0|-0.3818,0.0|1.0|0.0|0.0
130,Chile to seek international arbitration over Albemarle contract,17/10/2018,"in January with Chilean competitor SQM, but Corfo said previously that SQM had complied with the terms of its agreement.""Corfo wants to find",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
131,"RPT-EXPLAINER-What's next as Tianqi, SQM face off in Chile court",13/10/2018,"ofa coveted 24 percent stake in top lithium producer SQMto China's by controlling shareholder and formerSQM chairman Julio Ponce Lerou, via his",reuters,0.0|1.0|0.0|0.0,0.0|0.921|0.079|0.2023
132,"Explainer: What's next as Tianqi, SQM face off in Chile court",12/10/2018,allowing the sale of a coveted 24 percent stake in top lithium producer SQM FILED?The lawsuit was filed by controlling shareholder and former SQM,reuters,0.0|1.0|0.0|0.0,0.077|0.85|0.073|-0.0258
133,"EXPLAINER-What's next as Tianqi, SQM face off in Chile court",12/10/2018,"producer SQMto China's Tianqi Lithium Corp, afterits controlling?The lawsuit was filed by controlling shareholder and formerSQM chairman",reuters,0.0|1.0|0.0|0.0,0.106|0.894|0.0|-0.2263
134,Chilean court freezes sale of stake in lithium giant SQM to Tianqi,11/10/2018,"suspended the sale of a coveted stake in lithium producer SQM < information between Tianqi and SQM, though detractors say it does not go far",reuters,0.091|0.909|0.0|-0.0258,0.124|0.876|0.0|-0.4767
135,Chilean court suspends sale process to Tianqi of lithium miner SQM,11/10/2018,"stake in lithium producer SQM toChina's Tianqi Lithium Corp, temporarily suspendingthe transaction.The lawsuit, filed by SQM's controlling",reuters,0.0|1.0|0.0|0.0,0.106|0.894|0.0|-0.2263
136,"METALS-Base metal prices fall, tracking equities rout on macro fears",10/10/2018,"producer SQM, on Wednesday filed suit withChile's Constitutional Court",reuters,0.237|0.763|0.0|-0.4215,0.0|1.0|0.0|0.0
137,SQM controlling shareholder moves to block stake sale to China's Tianqi,10/10/2018,lithium producer SQM on Wednesdayfiled suit with Chile's together control a majority stake inSQM - allege the five-member court,reuters,0.225|0.775|0.0|-0.4404,0.0|1.0|0.0|0.0
138,Chile studying possible lithium trade on LME -mines minister,10/10/2018,by the stateand its sole miners are SQM and Albemarle.The Chilean state,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
139,"METALS-London aluminium steady, eyes biggest weekly gain since April",05/10/2018,producer SQM* ALUMINIUM: Demand for automotive aluminium is set,reuters,0.0|0.702|0.298|0.5267,0.158|0.842|0.0|-0.128
140,"China's Tianqi can buy stake in lithium firm SQM, rules Chile court",04/10/2018,"miner to purchase a nearly one-quarter stake in lithium producer SQM or employees to SQM's board, and requires that the Chinese miner notify",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
141,China's Tianqi can purchase stake in lithium producer SQM -Chile antitrust court,04/10/2018,the Chinese miner to purchase a one-quarterstake in lithium producer SQM,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
142,Albemarle eyes future as pure-play lithium market leader,27/09/2018,"at setting it apart from its major competitors,including Chile's SQMSQM, Tianqi and Ganfeng Lithium Co Ltd.It is that scale that Kissam",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
143,Foreign-backed miner hopes to begin Chilean lithium project in 2020,27/09/2018,with localminers SQM and Albemarle in order to offer apreferential,reuters,0.0|0.763|0.237|0.4215,0.0|1.0|0.0|0.0
144,Solid demand to underpin lithium as price slides in 2018,17/09/2018,"://reut.rs/2NMny9dShares in lithium producers such as Albemarle and SQM in Albemarle and SQM, which together churn out 37 percent of the world's",reuters,0.135|0.721|0.144|0.0258,0.0|1.0|0.0|0.0
145,GRAPHIC-Solid demand to underpin lithium as price slides in 2018,17/09/2018,"in lithium producers such as Albemarle andSQM,, and Japan's Jiangxi licences.Shares in Albemarle and SQM, which together churn out 37",reuters,0.143|0.857|0.0|-0.128,0.0|1.0|0.0|0.0
146,"Chilean lawmakers study extra tax for copper, lithium mines",14/09/2018,"Plc, Anglo American Plc,Antofagasta Plc, SQM SA and Albemarle Corp",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
147,"METALS-London copper slips, but headed for weekly gain as trade talks eyed",13/09/2018,between the United States andChina.* LITHIUM: Chilean lithium miner SQM a quarter of SQM.* LUNDIN MINING: Canada's Lundin Mining Corp,reuters,0.0|0.705|0.295|0.6808,0.0|0.865|0.135|0.4215
148,Chile's lithium miner SQM asks court to reject Tianqi agreement,13/09/2018,"By Fabian CamberoSept 13 (Reuters) - Chilean lithium miner SQM a quarter of SQM, its lawyers told thecountry's anti-trust court",reuters,0.194|0.576|0.23|0.128,0.0|1.0|0.0|0.0
149,"Kidman, SQM may have to forfeit lithium mine after Australian gov't ruling",13/09/2018,and Chilean partner SQM may losetheir right to develop the Mount Holland leaseholdings for$3.5 million in early 2016.SQM invested $110,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
150,Chilean regulator says agreement reached with Tianqi on SQM stake sale,08/09/2018,"producer SQM, pending court approval.The settlement stipulates that Tianqi can not name one of its executives or employees to SQM's board",reuters,0.0|0.662|0.338|0.5574,0.0|1.0|0.0|0.0
151,Tianqi Lithium says will comply with Chilean regulator on SQM investment,07/09/2018,"producer SQM.In a statement, Tianqi Lithium said the decision representsan important next step in the process of finalising the SQMstake",reuters,0.0|1.0|0.0|0.0,0.0|0.909|0.091|0.2023
152,BRIEF-Aevis Victoria: Partnership With Siloah AG And Entry Into Bernese Hospital Market,07/09/2018,ACTIVITIES AND ASSOCIATED BUILDING WITH A TOTAL SURFACE OF 4'766 SQM,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
153,Exclusive: Lithium producer Albemarle eyes buying rival if IPO stumbles - source,05/09/2018,"Albemarle stay ahead of rivals, including Chile's SQM ",reuters,0.0|0.87|0.13|0.128,0.0|1.0|0.0|0.0
154,Chile expects $65.75 billion investment in mining industry over 10 years,31/08/2018,"$5.9 billion, by companies including by SQM , Gold",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
155,Chile expects $65.75 bln investment in mining industry over 10 years,31/08/2018,", totalling $5.9 billion, bycompanies including by SQM , Gold Fields",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
156,RPT-FOCUS-Inside Albemarle's quest to reinvent the lithium market,30/08/2018,"it apart from its major competitors, includingChile's SQM and China'sThe global lithium business is dominated by Albemarle, SQM,Tianqi",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
157,Inside Albemarle's quest to reinvent the lithium market,30/08/2018,", including Chile's SQM and China's Tianqi Lithium Corp.Albemarle has is dominated by Albemarle, SQM, Tianqi and FMC Corp, which is spinning off",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
158,FOCUS-Inside Albemarle's quest to reinvent the lithium market,30/08/2018,"competitors, includingChile's SQM and China's Tianqi Lithium Corp.Albemarle is dominated by Albemarle, SQM,Tianqi and FMC Corp, which is spinning off",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
159,"In Chilean desert, global thirst for lithium is fueling a 'water war'",29/08/2018,the operations of top lithium producers SQM and Albemarle that would allow the government to further restrict water use there.SQM and Albemarle,reuters,0.281|0.719|0.0|-0.5994,0.103|0.751|0.146|0.0258
160,"REFILE-In Chilean desert, global thirst for lithium is fueling a 'water war'",29/08/2018,of top lithium producers SQM andAlbemarle that would allow the government to further restrictwater use there.SQM and Albemarle say they have,reuters,0.281|0.719|0.0|-0.5994,0.0|0.837|0.163|0.4019
161,POSCO buys lithium mining rights in Argentina from Australia's Galaxy,27/08/2018,"Tse said that while the world's major lithium producers Chile's SQM, FMC",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
162,Chile's SQM expects lithium prices to dip in second half,24/08/2018,") - Chilean lithium miner SQM saidit forecast lithium prices dropping in the second half oflast year.""SQM , which is also an important",reuters,0.0|1.0|0.0|0.0,0.0|0.913|0.087|0.2023
163,Exclusive: Chile says to clamp down on water rights in lithium-rich Salar de Atacama,23/08/2018,"Albemarle and SQM , the head of the country's water, adjacent to the operations of SQM and Albemarle.""Once we've created",reuters,0.0|0.897|0.103|0.128,0.0|0.9|0.1|0.25
164,China's Tianqi Lithium files for $1 billion Hong Kong listing: sources,20/08/2018,stake in Chile's Sociedad Quimica Y Minera (SQM)  stake purchase,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
165,China's Ganfeng buys SQM's stake in lithium project for $87.5 mln,13/08/2018,"SANTIAGO, Aug 13 (Reuters) - Chile's SQM, one ofthe world's largest will pay SQM anadditional $50 million if the project's goals for selling",reuters,0.0|1.0|0.0|0.0,0.062|0.938|0.0|-0.1027
166,Chile's SQM says to overtake Albemarle as world's top lithium producer by 2022,08/08/2018,By Dave Sherwood SANTIAGO (Reuters) - Chilean miner SQM said percent.SQM Vice President Daniel Jimenez said in a presentation,reuters,0.0|0.87|0.13|0.2023,0.0|1.0|0.0|0.0
167,Chile lithium exports more than double in July from previous year,07/08/2018,and SQMhave both signed deals in recent years with the Chilean,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
168,China M&A picks up – for now,03/08/2018,"Lithium's SQMinvestment, which was underwritten by China Citic Bank",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
169,Battery boom skeptics seen driving short holdings in lithium miners,03/08/2018,"in lithium miners SQM, Albemarle, Galaxy and Orocobre has ballooned interest surges in SQM - https://reut.rs/2mVHNFD)There are signs",reuters,0.135|0.865|0.0|-0.1027,0.0|0.842|0.158|0.4588
170,GRAPHIC-Battery boom sceptics seen driving short holdings in lithium miners,03/08/2018,"of shares inlithium miners SQM, Albemarle, Galaxyand Orocobre has ballooned",reuters,0.159|0.841|0.0|-0.1779,0.0|0.804|0.196|0.296
171,Part-owner of Chile lithium producer SQM sells $275 mln bond,27/07/2018,"stake in lithium producer SQM, said it sold bonds in the local market in a note to the marketregulator.SQM is one of the world's largest",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
172,CORRECTED-CEO of Chilean lithium miner SQM resigns,26/07/2018,miner SQMon Wednesday night announced theresignation of its chief executive Patricio de Solminihac.SQM said in a emailed statement,reuters,0.277|0.723|0.0|-0.3182,0.0|1.0|0.0|0.0
173,Chile's SQM seeks approval for $450 million lithium plant expansion,18/07/2018,By Fabian CamberoSANTIAGO (Reuters) - Chilean miner SQM on Wednesday in the manufacturing of batteries. SQM said in an environmental impact statement,reuters,0.0|0.744|0.256|0.4767,0.0|1.0|0.0|0.0
174,Chile's SQM seeks approval for $450 mln lithium plant expansion,18/07/2018,"By Fabian CamberoSANTIAGO, July 18 (Reuters) - Chilean miner SQM in the manufacturing of batteries.SQM said in an environmental impact",reuters,0.0|0.744|0.256|0.4767,0.0|1.0|0.0|0.0
175,Foreign-backed miner drops lawsuit against Chile for control of lithium deposit,10/07/2018,and Chile's SQM  rule supreme.But the legal conflict,reuters,0.16|0.84|0.0|-0.2263,0.235|0.612|0.153|-0.2023
176,CORRECTED-Foreign-backed miner drops lawsuit against Chile for control of lithium deposit,10/07/2018,"Atacama, where top lithiumproducers Albemarle and Chile's SQMrule",reuters,0.16|0.84|0.0|-0.2263,0.0|0.795|0.205|0.2023
177,Chile's SQM decides not to hire ex-Chairman Ponce as adviser,22/06/2018,"SANTIAGO, June 22 (Reuters) - Chile lithium miner SQMsaid on Friday and Chile'sbusiness community.SQM announced plans to hire Ponce",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
178,Chile antitrust regulator to probe Tianqi purchase of SQM stake,15/06/2018,"purchase last month of a 24 percent stake in SQM, one of the world's top it would buy nearly a quarter of SQM from Canada-based fertilizer",reuters,0.0|1.0|0.0|0.0,0.0|0.927|0.073|0.2023
179,Chile anti-trust regulator to probe Tianqi purchase of SQM stake,15/06/2018,of China's Tianqi purchase last month of a24 percent stake in SQM,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
180,"U.S. electric car sector, wary of China, seeks more domestic lithium",12/06/2018,is in a partnership with world No. 2 lithium producer SQM on a project,reuters,0.0|1.0|0.0|0.0,0.18|0.82|0.0|-0.296
181,Chile creates committee to oversee lithium contracts,11/06/2018,"miner SQM and U.S.-based Albemarle Corp., deals that are key Corfo has with SQM  and Albemarle Corp",reuters,0.0|0.741|0.259|0.2732,0.0|1.0|0.0|0.0
182,RPT-COLUMN-The battle for control of the lithium mother-lode: Andy Home,10/06/2018,"producer, SQM.THE MAN WHO WOULD BE LITHIUM KINGThe news on Jan. 17 that SQM had received permission to liftits production capacity",reuters,0.224|0.776|0.0|-0.3818,0.0|1.0|0.0|0.0
183,COLUMN-The battle for control of the lithium mother-lode: Andy Home,08/06/2018,"for control of the country'sbiggest producer, SQM.THE MAN WHO WOULD BE LITHIUM KINGThe news on Jan. 17 that SQM had received permission to lift",reuters,0.224|0.776|0.0|-0.3818,0.0|1.0|0.0|0.0
184,METALS-London copper hits 2018 high on Chile supply fears,07/06/2018,by lithium miner SQM of itsformer Chairman Julio Ponce as a strategic,reuters,0.259|0.741|0.0|-0.4215,0.0|1.0|0.0|0.0
185,"METALS-Copper prices extend rally on supply fears, weaker dollar",06/06/2018,""" the appointment by lithium miner SQM of itsformer Chairman Julio Ponce",reuters,0.425|0.448|0.127|-0.6124,0.0|1.0|0.0|0.0
186,SQM pick of ex-Chairman Ponce as adviser 'imprudent': Chile finance minister,06/06/2018,"on Wednesday described as ""imprudent"" the appointment by lithium miner SQM of an agreement with the state that he distance himself from the firm.SQM",reuters,0.0|1.0|0.0|0.0,0.0|0.878|0.122|0.4939
187,SQM pick of ex-chairman Ponce as adviser 'imprudent' -Chile finance minister,06/06/2018,"SQM ofits former chairman Julio Ponce as a strategic adviser, in light.SQM, the world's biggest exporter oflithium carbonate, confirmed",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
188,METALS-Copper prices hit 3-month highs on Chile supply concerns,06/06/2018,"miner SQM,has retained former chairman Julio Ponce as an adviser",reuters,0.0|1.0|0.0|0.0,0.0|0.891|0.109|0.0258
189,METALS-Shanghai copper hits 3-month high on supply concerns,05/06/2018,"miner SQM,has retained former chairman Julio Ponce as an adviser",reuters,0.0|1.0|0.0|0.0,0.0|0.891|0.109|0.0258
190,Canada's Nutrien auctions remaining shares in lithium miner SQM for nearly $1 billion,01/06/2018,its remaining stake in Chile lithium miner SQM on Friday for nearly $1 of Saskatchewan. The nearly 20.17 million B-series shares in SQM,reuters,0.0|0.845|0.155|0.296,0.0|0.909|0.091|0.296
191,Canada's Nutrien auctions remaining shares in lithium miner SQM for nearly $1 bln,01/06/2018,auctioned its remaining stake in Chile lithiumminer SQM on Friday Corp of Saskatchewan.The nearly 20.17 million B-series shares in SQM,reuters,0.0|0.845|0.155|0.296,0.0|0.896|0.104|0.296
192,EMERGING MARKETS-Brazilian equities down amid crippling truckers' strike,25/05/2018,Thursday. That included lithium producer SQM and relatedholding,reuters,0.176|0.824|0.0|-0.128,0.0|1.0|0.0|0.0
193,METALS-Base metals rise on weaker dollar after Trump-Kim summit nixed,24/05/2018,* LITHIUM: Chilean miner SQM said on Thursday it wouldinvest,reuters,0.244|0.756|0.0|-0.4404,0.0|1.0|0.0|0.0
194,Chile's SQM says to triple production of lithium by 2021,24/05/2018,"SANTIAGO, May 24 (Reuters) - Chilean miner SQM said onThursday",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
195,Chile high court declines to weigh in on lithium spat at Maricunga,23/05/2018,"innorthern Chile, home to top lithium producers Albemarleand SQM , but Salar",reuters,0.0|1.0|0.0|0.0,0.0|0.877|0.123|0.1027
196,China's Tianqi Lithium to buy a quarter of Chile's SQM for $4.1 billion,17/05/2018,"a quarter of Chilean lithium producer SQM  for $4.1 leave Tianqi just shy of a controlling stake in SQM, the world's",reuters,0.0|1.0|0.0|0.0,0.158|0.842|0.0|-0.296
197,Chile gov't to respect FNE regulator ruling on Tianqi - minister,17/05/2018,"Tianqi's right to purchase a stake in Chilean lithiumproducer SQM, Economy stake in SQM for $4.07 billion fromfertilizer company Nutrien Ltd",reuters,0.0|0.744|0.256|0.4767,0.0|1.0|0.0|0.0
198,RPT-UPDATE 1-China's Tianqi Lithium to buy stake in Chile's SQM for $4.07 billion,17/05/2018,lithium producer SociedadQuimica Y Minera (SQM) to China's Tianqi Lithium stake in SQM - which has asignificant fertilizer production business,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
199,CANADA STOCKS-Futures little changed amid a rise in oil prices,17/05/2018,in Chileanlithium producer Sociedad Quimica Y Minera (SQM) toTianqi,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
200,RPT-China's Tianqi to buy stake worth $4.07 billion in Chile's SQM,17/05/2018,Sociedad Quimica Y Minera(SQM) to Tianqi Lithium Corp for $4.07billion on Wednesday that Tianqi and SQM were intalks.(Reporting by Yashaswini Swamynathan in Bengaluru),reuters,0.0|0.84|0.16|0.2263,0.0|1.0|0.0|0.0
201,China's Tianqi to buy stake worth $4.07 billion in Chile's SQM,17/05/2018,producer Sociedad Quimica Y Minera(SQM) to Tianqi Lithium Corp reported on Wednesday that Tianqi and SQM were intalks.(Reporting by Yashaswini Swamynathan in Bengaluru),reuters,0.0|0.84|0.16|0.2263,0.0|1.0|0.0|0.0
202,Exclusive: China's Tianqi nears $4.3 billion deal to buy stake in Chile's SQM - sources,15/05/2018,"stake in Chile's Sociedad Quimica Y Minera (SQM) , one, is looking to sign a deal to acquire the stake in SQM from Canadian",reuters,0.0|0.897|0.103|0.128,0.0|1.0|0.0|0.0
203,RPT-CORRECTED-Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,", where top lithiumproducers Albemarle and Chile's SQMrule supreme biggest lithium producer, SQM, will be watching theproceedings",reuters,0.0|1.0|0.0|0.0,0.0|0.722|0.278|0.6597
204,Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,"and Chile's SQM  rule supreme.But the legal conflict lithium producer, SQM, will be watching the proceedings with interest",reuters,0.0|1.0|0.0|0.0,0.106|0.688|0.206|0.296
205,CORRECTED-Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,", where top lithiumproducers Albemarle and Chile's SQMrule supreme biggest lithium producer, SQM, will be watching theproceedings",reuters,0.0|1.0|0.0|0.0,0.0|0.722|0.278|0.6597
206,RPT-China suspects others lobbied to block it from Chilean lithium -official,09/05/2018,"in toplithium producer SQM, its trade representative told Reutersregulators to review the sale of an approximately 30 percent inSQM to Chinese",reuters,0.371|0.629|0.0|-0.6486,0.0|1.0|0.0|0.0
207,China suspects others lobbied to block it from Chilean lithium: official,08/05/2018,"in top lithium producer SQM, its trade representative told Reuters regulators to review the sale of an approximately 30 percent in SQM to Chinese",reuters,0.371|0.629|0.0|-0.6486,0.0|0.927|0.073|0.2023
208,China suspects others lobbied to block it from Chilean lithium -official,08/05/2018,"a stake in toplithium producer SQM, its trade representative toldregulators to review the sale of an approximately 30 percent inSQM",reuters,0.371|0.629|0.0|-0.6486,0.0|1.0|0.0|0.0
209,"BRIEF-Nutrien expects to announce sales of SQM, Arab Potash stakes in second quarter",08/05/2018,"conference call:* NUTRIEN CEO SAYS SALE PROCESS OF EQUITY STAKES IN SQM EXPECTS TO ANNOUNCE SALES OF SQM, ARABPOTASHSTAKES BY END OF SECOND",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
210,BUZZ-Shares in Chile lithium miner SQM up sharply following auction,20/04/2018,April 20 (Reuters) - ** Chile lithium miner SQMshares up sharply)** Brokerage firm Banchile auctions 1.5 million series-A sharesin SQM,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
211,"Banchile auctions 1.5 mln shares in Chile's SQM, raises $76 mln",20/04/2018,"auctioned 1.5 million series-A shares in Chile lithiumminer SQM at a sale million.SQM, which operates primarily in Chile's Salar de Atacama,is one",reuters,0.0|0.82|0.18|0.296,0.0|0.901|0.099|0.296
212,BRIEF-Entra Signed Lease Contract With The Norwegian Tax Authority For New-Build Project In Trondheim,19/04/2018,"OF 5,000 SQM IN APLANNEDENTRA NEWBUILD IN HOLTERMANNSSource text",reuters,0.0|0.909|0.091|0.0772,0.0|1.0|0.0|0.0
213,Chile's SQM says lithium industry needs at least $10 bln investment over 10 yrs,18/04/2018,", Chilean lithiumminer SQM says* Demand is set to grow by 600,000-800,000 Jimenez,senior commercial vice president at SQM, tells the Metal",reuters,0.0|1.0|0.0|0.0,0.073|0.927|0.0|-0.128
214,BRIEF-Aldar Properties Launches AED 10 Billion Masterplan Alghadeer,16/04/2018,IS SET TO EXCEED 1.3 MILLION SQM ANDWILLBE COMPLEMENTED BY OFFICE,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
215,"BRIEF-LSR Group Sees New Contract Sales At RUB 88.0 Bln In 2018, Up 35% YR/YR",13/04/2018,"NEW CONTRACT SALES OF 840 TH SQM IN 2018, UP 31%VERSUS2017",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
216,"BRIEF-LSR Group Q1 Value Of Contracts RUB 15 Bln, up 11% YoY",13/04/2018,"% YOY, TO 160 TH SQM* Q1 VALUE OF CONTRACTS UP 11% YOY TO RUB 15 BLN",reuters,0.0|0.821|0.179|0.34,0.0|0.827|0.173|0.4824
217,"BRIEF-Samhällsbyggnadsbolaget I Norden AB Sells 20,000 Sqm Gfa Building Rights",12/04/2018,":* SAMHÄLLSBYGGNADSBOLAGET I NORDEN AB SELLS 20,000 SQM GFABUILDING RIGHTS* BUILDING RIGHTS COVER ABOUT 20,000 SQM GFA AND ARE SOLD ATANAVERAGE",reuters,0.0|1.0|0.0|0.0,0.0|0.844|0.156|0.5423
218,BRIEF-Entra Signs New Lease Contract In Powerhouse Brattørkaia,10/04/2018,"FOR 2,560 SQM INPOWERHOUSEBRATTØRKAIA* POWERHOUSE BRATTØRKAIA",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
219,Swiss stocks - Factors to watch on April 10,10/04/2018,"authority (nuca)to develop 1,000 feddan (approx. 4.2 million sqm",reuters,0.0|1.0|0.0|0.0,0.0|0.86|0.14|0.0772
220,BRIEF-Orascom Development Holding To Enter Into Partnership With New Urban Communities Authority,10/04/2018,"MILLION SQM) IN WEST CAIRO,M* ODE WILL OWN 70% OF ORE'S ISSUED",reuters,0.0|0.894|0.106|0.0772,0.0|1.0|0.0|0.0
221,China's Tianqi alleged errors in Chile effort to block SQM stake - papers,07/04/2018,its purchase of a stake in local mining company SQM ,reuters,0.346|0.654|0.0|-0.6486,0.0|1.0|0.0|0.0
222,"As China ties up global lithium, Asian rivals must bet big on South America",06/04/2018,"in Chile's SQM, the world's lowest cost producer. Chile development long-standing arrangements with the producers like SQM, said van Alphen",reuters,0.0|1.0|0.0|0.0,0.113|0.779|0.108|-0.0258
223,BRIEF-D. Carnegie & Co Buys Apartments In Stockholm From Byggmästare Anders J Ahlström Fastighets,05/04/2018,"1,274 APARTMENTS IN STOCKHOLM FOR SEK 1,673MILLION(15,900 SEK/SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
224,China miner Tianqi meets with Chilean anti-trust prosecutor on SQM,04/04/2018,"from buying a coveted stake in Chile's SQM, Chile's lobbyist in SQM to Tianqi or any state-backed Chinese bidder.Tianqi declined",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
225,METALS-Shanghai metals prices fall as U.S.-China trade row escalates,03/04/2018,"to block the miner from buying acoveted stake in Chile's SQM, Chile's",reuters,0.0|1.0|0.0|0.0,0.209|0.791|0.0|-0.4404
226,Shareholders in Chilean lithium firm SQM move to shake up governance,02/04/2018,shareholders inChilean lithium giant SQM proposed in aregulatory filing long controlled SQM but was forced to cede powerfollowing an agreement,reuters,0.145|0.855|0.0|-0.1779,0.152|0.684|0.163|0.0772
227,Kore Potash to tap investors for $600 mln towards Congo Rep mine,29/03/2018,"lithium and potashminer SQM, with 17.6 percent.Kore is awaiting",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
228,BRIEF-Capman Real Estate Acquires Commercial Property In Stockholm,28/03/2018,"INSTOCKHOLM* CAPMAN NORDIC REAL ESTATE II HAS ACQUIRED PÅSEN 1, A 9,714SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
229,RPT-Tiny Chilean regulator thrust into global lithium battle,21/03/2018,a petition to block Chinese firmsfrom buying a stake in top producer SQM-based SQMfor more than $4 billion to Chinese bidder Tianqi Lithium,reuters,0.271|0.729|0.0|-0.3818,0.122|0.802|0.076|-0.2732
230,METALS-London copper edges up from 3-month low on weaker dollar,20/03/2018,"producer SQM. For the top stories in metals and other news, click",reuters,0.385|0.615|0.0|-0.6124,0.0|0.859|0.141|0.2023
231,Tiny Chilean regulator thrust into global lithium battle,20/03/2018,a stake in top producer SQM .The scramble for lithium Nutrien Ltd of a 32 percent stake in Santiago-based SQM for more than,reuters,0.271|0.729|0.0|-0.3818,0.0|0.917|0.083|0.2023
